,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,ObjectId,FIPS,Census Tract,Store_Type
64254,SAFEWAY 2042,3132 E Camelback Rd,,Phoenix,AZ,85016,4502,MARICOPA,-112.015,33.510056,64255,4.01E+13,4013107800,1
213678,SAFEWAY 2054,13503 W Camino del Sol,,Sun City West,AZ,85375,4439,MARICOPA,-112.35107,33.656719,213679,4.01E+13,4013040507,1
65701,Safeway 2097,4857 E Greenway,,Phoenix,AZ,85254,,MARICOPA,-111.97635,33.625965,65702,4.01E+13,4013103212,1
212222,SAFEWAY 236,10926 W Bell Rd,,Sun City,AZ,85351,1018,MARICOPA,-112.29189,33.638107,212223,4.01E+13,4013617400,1
73442,SAFEWAY 2699,13828 W Waddell Rd,,Surprise,AZ,85379,3802,MARICOPA,-112.35769,33.609249,73443,4.01E+13,4013061035,1
114001,Safeway 2709,5035 W Baseline Rd,,Laveen,AZ,85339,7310,MARICOPA,-112.16661,33.377464,114002,4.01E+13,4013116610,1
212607,SAFEWAY 2716,4750 E Indian School Rd,,Phoenix,AZ,85018,5440,MARICOPA,-111.97955,33.494701,212608,4.01E+13,4013108200,1
97261,Safeway 2799,28455 N Vistancia Blvd,,Peoria,AZ,85383,2087,MARICOPA,-112.32201,33.740223,97262,4.01E+13,4013040520,1
117387,Safeway 2821,3800 W Happy Valley Rd,,Phoenix,AZ,85310,,MARICOPA,-112.13949,33.712906,117388,4.01E+13,4013611600,1
151867,Safeway 2922,4316 S Signal Butte Road,,Mesa,AZ,85212,,MARICOPA,-111.60113,33.344421,151868,4.01E+13,4013422646,1
169736,Safeway 3151,9890 S Estrella Pkwy,,Goodyear,AZ,85338,2901,MARICOPA,-112.42729,33.356297,169737,4.01E+13,4013723307,1
172255,Safeway 3334,3655 W Anthem Way,,Anthem,AZ,85086,430,MARICOPA,-112.13766,33.866207,172256,4.01E+13,4013610300,1
189153,Sprouts Farmers 1 1,1959 W Ray Rd,,Chandler,AZ,85224,4007,MARICOPA,-111.87524,33.32045,189154,4.01E+13,4013523006,1
79340,Sprouts Farmers 1 10,5225 E Southern Ave,,Mesa,AZ,85206,2777,MARICOPA,-111.71825,33.393814,79341,4.01E+13,4013422638,1
84212,Sprouts Farmers 1 12,13759 W Bell Rd,,Surprise,AZ,85374,3871,MARICOPA,-112.35578,33.638527,84213,4.01E+13,4013061029,1
92362,Sprouts Farmers 1 13,1813 N Dysart Rd,,Avondale,AZ,85392,1226,MARICOPA,-112.34081,33.467796,92363,4.01E+13,4013061015,1
86692,Sprouts Farmers 1 14,2582 S Val Vista Dr,,Gilbert,AZ,85295,726,MARICOPA,-111.75572,33.303471,86693,4.01E+13,4013815400,1
91773,Sprouts Farmers 1 15,2855 S Alma School Rd,,Chandler,AZ,85286,4401,MARICOPA,-111.85841,33.264442,91774,4.01E+13,4013812300,1
45272,Sprouts Farmers 1 16,4735 E Ray Rd,Unit A001,Phoenix,AZ,85044,,MARICOPA,-111.98251,33.319714,45273,4.01E+13,4013116719,1
187889,Sprouts Farmers 1 17,1625 E Glendale Ave,,Phoenix,AZ,85020,5521,MARICOPA,-112.04625,33.538208,187890,4.01E+13,4013106400,1
76254,Sprouts Farmers 1 18,245 E Bell Rd Ste 15,,Phoenix,AZ,85022,2354,MARICOPA,-112.07101,33.640163,76255,4.01E+13,4013103604,1
191192,Sprouts Farmers 1 19,4402 N Miller Rd,,Scottsdale,AZ,85251,3604,MARICOPA,-111.91759,33.500137,191193,4.01E+13,4013217201,1
189152,Sprouts Farmers 1 2,9301 E Shea Blvd,Ste 132,Scottsdale,AZ,85260,6736,MARICOPA,-111.88051,33.582432,189153,4.01E+13,4013216810,1
196228,Sprouts Farmers 1 20,1706 E Southern Ave,,Tempe,AZ,85282,5613,MARICOPA,-111.91122,33.393044,196229,4.01E+13,4013319500,1
31359,Sprouts Farmers 1 27,6760 W Deer Valley Rd,,Glendale,AZ,85310,5949,MARICOPA,-112.20448,33.681881,31360,4.01E+13,4013614000,1
225788,Sprouts Farmers 1 29,23269 N Scottsdale Rd,,Scottsdale,AZ,85255,,MARICOPA,-111.92531,33.697487,225789,4.01E+13,4013216841,1
189151,Sprouts Farmers 1 3,5665 W Bell Rd,Ste B,Glendale,AZ,85308,3883,MARICOPA,-112.1807,33.638725,189152,4.01E+13,4013104214,1
228326,Sprouts Farmers 1 30,5455 E High St,Ste 107,Phoenix,AZ,85054,5464,MARICOPA,-111.96326,33.675274,228327,4.01E+13,4013615200,1
229826,Sprouts Farmers 1 31,10134 W Happy Valley Rd,,Peoria,AZ,85383,1216,MARICOPA,-112.27746,33.712471,229827,4.01E+13,4013610900,1
53393,Sprouts Farmers 1 32,21181 S Ellsworth Loop Rd,,Queen Creek,AZ,85142,,MARICOPA,-111.63816,33.25626,53394,4.01E+13,4013816800,1
226574,Sprouts Farmers 1 33,4065 S Gilbert Rd,,Chandler,AZ,85249,,MARICOPA,-111.78929,33.240772,226575,4.01E+13,4013813300,1
237529,Sprouts Farmers 1 34,2060 E Baseline Rd,,Mesa,AZ,85204,6965,MARICOPA,-111.78734,33.37912,237530,4.01E+13,4013422503,1
161165,Sprouts Farmers 1 37,5918 E Longbow Pkwy,,Mesa,AZ,85215,,MARICOPA,-111.70316,33.472031,161166,4.01E+13,4013420206,1
194478,Sprouts Farmers 1 38,931 E Elliot Rd,Ste 110,Tempe,AZ,85284,1583,MARICOPA,-111.92796,33.349037,194479,4.01E+13,4013319907,1
128721,Sprouts Farmers 1 39,8787 N Scottsdale Rd,Ste 124,Scottsdale,AZ,85253,2326,MARICOPA,-111.92592,33.56461,128722,4.01E+13,4013216834,1
188348,Sprouts Farmers 1 4,12415 N Tatum Blvd,,Phoenix,AZ,85032,7708,MARICOPA,-111.97973,33.599819,188349,4.01E+13,4013103205,1
84959,Sprouts Farmers 1 40,7700 S 59th Avenue,,LaVeen,AZ,85339,,MARICOPA,-112.18516,33.376366,84960,4.01E+13,4013116609,1
140478,Sprouts Farmers 1 41,3320 N 7th Ave,,Phoenix,AZ,85013,4170,MARICOPA,-112.08321,33.486813,140479,4.01E+13,4013110400,1
225699,Sprouts Farmers 1 43,1240 S. Signal Butte Rd.,,Mesa,AZ,85209,,MARICOPA,-111.59819,33.391792,225700,4.01E+13,4013422615,1
43379,Sprouts Farmers 1 44,5355 E. Carefree Hwy,Building A,Cave Creek,AZ,85331,,MARICOPA,-111.96607,33.799076,43380,4.01E+13,4013612500,1
198017,Sprouts Farmers 1 5,1933 E Brown Rd,,Mesa,AZ,85203,5142,MARICOPA,-111.7902,33.437134,198018,4.01E+13,4013420800,1
198204,Sprouts Farmers 1 6,8375 W Thunderbird Rd,,Peoria,AZ,85381,3685,MARICOPA,-112.23918,33.609913,198205,4.01E+13,4013071517,1
210257,Sprouts Farmers 1 7,8040 N 19th Ave,,Phoenix,AZ,85021,5101,MARICOPA,-112.09972,33.55508,210258,4.01E+13,4013105503,1
211876,Sprouts Farmers 1 8,2824 E Indian School Rd,Ste 126,Phoenix,AZ,85016,6822,MARICOPA,-112.02023,33.495079,211877,4.01E+13,4013108400,1
70254,Sprouts Farmers 1 9,5130 W Peoria Ave,,Glendale,AZ,85302,1618,MARICOPA,-112.17038,33.581985,70255,4.01E+13,4013104221,1
145915,Super Mercado El Kiosco,3650 W Camelback Rd,Ste 12,Phoenix,AZ,85019,2750,MARICOPA,-112.13819,33.509487,145916,4.01E+13,4013107102,1
82063,SUPER MERCADO Y 0 MICHOACAN,3549 W Thomas Rd,Ste 104,Phoenix,AZ,85019,4444,MARICOPA,-112.13601,33.480434,82064,4.01E+13,4013112201,1
213998,Superstition Ranch 1 1,4755 E Main St,,Mesa,AZ,85205,7907,MARICOPA,-111.72785,33.415424,213999,4.01E+13,4013422624,1
43347,Target 3261,1625 E Camelback Rd,,Phoenix,AZ,85016,3901,MARICOPA,-112.04652,33.509205,43348,4.01E+13,4013108501,1
96280,Target Store T-0233,12602 N Paradise Village Pkwy W,,Phoenix,AZ,85032,7671,MARICOPA,-111.98798,33.599678,96281,4.01E+13,4013103210,1
141950,Target Store T-0251,1135 S Gilbert Rd,,Mesa,AZ,85204,5205,MARICOPA,-111.78816,33.39484,141951,4.01E+13,4013422502,1
141544,Target Store T-0319,1818 E Baseline Rd,,Tempe,AZ,85283,1502,MARICOPA,-111.90754,33.378456,141545,4.01E+13,4013319402,1
141546,Target Store T-0363,9000 E Indian Bend Rd,,Scottsdale,AZ,85250,8502,MARICOPA,-111.88666,33.538467,141547,4.01E+13,4013941300,1
89571,Target Store T-0639,1525 S Power Rd,,Mesa,AZ,85206,3707,MARICOPA,-111.68465,33.38884,89572,4.01E+13,4013422633,1
86626,Target Store T-0825,8055 W Bell Rd,,Peoria,AZ,85382,3806,MARICOPA,-112.22992,33.63802,86627,4.01E+13,4013071509,1
86224,Target Store T-0851,7409 W Virginia Ave,,Phoenix,AZ,85035,1336,MARICOPA,-112.21807,33.476513,86225,4.01E+13,4013112503,1
89580,Target Store T-0909,4734 E Ray Rd,,Phoenix,AZ,85044,6225,MARICOPA,-111.98186,33.31992,89581,4.01E+13,4013116718,1
141443,Target Store T-0936,15444 N Frank Lloyd Wright Blvd,,Scottsdale,AZ,85260,2845,MARICOPA,-111.87872,33.625362,141444,4.01E+13,4013216850,1
93227,Target Store T-0950,4515 E Thomas Rd,,Phoenix,AZ,85018,7614,MARICOPA,-111.9845,33.48008,93228,4.01E+13,4013111300,1
86227,Target Store T-1141,2727 W Agua Fria Fwy,,Phoenix,AZ,85027,3929,MARICOPA,-112.11878,33.667885,86228,4.01E+13,4013616400,1
86624,Target Store T-1209,1515 E Warner Rd,,Gilbert,AZ,85296,3138,MARICOPA,-111.75926,33.335556,86625,4.01E+13,4013814500,1
86625,Target Store T-1242,1515 N Litchfield Rd,,Goodyear,AZ,85395,1237,MARICOPA,-112.35794,33.463352,86626,4.01E+13,4013061012,1
90460,Target Store T-1327,32351 N Scottsdale Rd,,Scottsdale,AZ,85262,1513,MARICOPA,-111.92573,33.778973,90461,4.01E+13,4013216822,1
90469,Target Store T-1335,13731 W Bell Rd,,Surprise,AZ,85374,3871,MARICOPA,-112.35339,33.638554,90470,4.01E+13,4013061029,1
86228,Target Store T-1360,21001 N Tatum Blvd,Ste 20,Phoenix,AZ,85050,4207,MARICOPA,-111.97725,33.676926,86229,4.01E+13,4013615200,1
90594,Target Store T-1361,9350 W Northern Ave,,Glendale,AZ,85305,1103,MARICOPA,-112.26059,33.551716,90595,4.01E+13,4013092708,1
90682,Target Store T-1386,2151 N Power Rd,,Mesa,AZ,85207,2971,MARICOPA,-111.6841,33.444401,90683,4.01E+13,4013420105,1
84062,Target Store T-1429,1230 S Longmore Ave,,Mesa,AZ,85202,9602,MARICOPA,-111.86376,33.391834,84063,4.01E+13,4013422204,1
90696,Target Store T-1432,16825 E Shea Blvd,,Fountain Hills,AZ,85268,6668,MARICOPA,-111.71806,33.575455,90697,4.01E+13,4013216821,1
86620,Target Store T-1838,3425 W Frye Rd,,Chandler,AZ,85226,5008,MARICOPA,-111.90021,33.297695,86621,4.01E+13,4013811100,1
85459,Target Store T-1905,2140 E Baseline Rd,,Phoenix,AZ,85042,6910,MARICOPA,-112.03417,33.37785,85460,4.01E+13,4013116300,1
80747,Target Store T-1959,5110 S Power Rd,,Gilbert SE,AZ,85212,4201,MARICOPA,-111.6871,33.321579,80748,4.01E+13,4013815200,1
80746,Target Store T-1960,3931 S Gilbert Rd SW,,Gilbert,AZ,85297,2004,MARICOPA,-111.78956,33.278614,80747,4.01E+13,4013815300,1
86430,Target Store T-2149,9830 W LOWER BUCKEYE RD,,PHOENIX,AZ,85003,,MARICOPA,-112.08138,33.422199,86431,4.01E+13,4013114900,1
102152,Target Store T-2176,1800 E Rio Salado Pkwy,Ste 120,Tempe,AZ,85281,2266,MARICOPA,-111.90905,33.429379,102153,4.01E+13,4013318400,1
95679,Target Store T-2227,24890 N Lake Pleasant Pkwy,,Peoria,AZ,85383,1348,MARICOPA,-112.27274,33.709229,95680,4.01E+13,4013610900,1
106047,Target Store T-2236,16806 N 7th St,,Phoenix,AZ,85022,2662,MARICOPA,-112.06557,33.637863,106048,4.01E+13,4013103604,1
106068,Target Store T-2341,10404 N 43rd Ave,,Glendale,AZ,85302,2019,MARICOPA,-112.15157,33.58102,106069,4.01E+13,4013092308,1
106071,Target Store T-2354,5715 N 19th Ave,,Phoenix,AZ,85015,2433,MARICOPA,-112.09957,33.520859,106072,4.01E+13,4013107400,1
105007,Target Store T-2365,21398 S Ellsworth Loop Rd,,Queen Creek,AZ,85142,5379,MARICOPA,-111.63818,33.2547,105008,4.01E+13,4013816800,1
113657,Target Store T-2400,995 S Cotton Ln,,Goodyear,AZ,85338,4604,MARICOPA,-112.42677,33.437649,113658,4.01E+13,4013061022,1
13337,Target Store T-2747,3777 S Arizona Ave,,Chandler,AZ,85248,,MARICOPA,-111.84112,33.251617,13338,4.01E+13,4013812400,1
196490,TASAN INCORPORATED,3901 W Southern Ave,,Phoenix,AZ,85041,4134,MARICOPA,-112.14258,33.392033,196491,4.01E+13,4013116606,1
188754,Walmart 1512,800 W Warner Rd,,Chandler,AZ,85225,2939,MARICOPA,-111.85531,33.335148,188755,4.01E+13,4013422209,1
103792,Walmart 1746,1380 W Elliot Rd,,Tempe,AZ,85284,1102,MARICOPA,-111.96129,33.349209,103793,4.01E+13,4013320001,1
198257,Walmart 5257,5122 E University Dr,,Mesa,AZ,85205,7209,MARICOPA,-111.72,33.422829,198258,4.01E+13,4013420208,1
10582,Walmart Express 4060,671 E Apache Blvd,Ste 128,Tempe,AZ,85281,6718,MARICOPA,-111.92874,33.414631,10583,4.01E+13,4013319000,1
187853,Walmart Neighborhood 1 2632,115 E Dunlap Ave,,Phoenix,AZ,85020,2841,MARICOPA,-112.07188,33.567703,187854,4.01E+13,4013105300,1
82501,Walmart Neighborhood 1 3315,4230 W Union Hills Dr,,Glendale,AZ,85308,1704,MARICOPA,-112.15042,33.654655,82502,4.01E+13,4013616300,1
86435,Walmart Neighborhood 1 3604,14200 W Indian School Rd,,Goodyear,AZ,85395,9248,MARICOPA,-112.36432,33.485924,86436,4.01E+13,4013061020,1
175415,Walmart Neighborhood 1 3844,5137 W Olive Ave,,Glendale,AZ,85302,,MARICOPA,-112.17003,33.567467,175416,4.01E+13,4013092307,1
102044,Walmart Neighborhood 1 3845,6645 W Peoria Ave,,Glendale,AZ,85302,1011,MARICOPA,-112.20174,33.581635,102045,4.01E+13,4013092305,1
102624,Walmart Neighborhood 1 3846,2725 E McKellips Rd,,Mesa,AZ,85213,3016,MARICOPA,-111.77206,33.451752,102625,4.01E+13,4013420603,1
105637,Walmart Neighborhood 1 4218,15431 W Greenway Rd,,Surprise,AZ,85374,4364,MARICOPA,-112.3924,33.624043,105638,4.01E+13,4013061033,1
108324,Walmart Neighborhood 1 4233,6550 W Happy Valley Rd,,Glendale,AZ,85310,2614,MARICOPA,-112.20058,33.712276,108325,4.01E+13,4013611400,1
224675,Walmart Neighborhood 1 4275,7421 W Thunderbird Rd,,Peoria,AZ,85381,5036,MARICOPA,-112.21835,33.61034,224676,4.01E+13,4013071510,1
107748,Walmart Neighborhood 1 4293,2435 E Baseline Rd,,Phoenix,AZ,85042,7004,MARICOPA,-112.02923,33.377682,107749,4.01E+13,4013116704,1
97034,Walmart Neighborhood 1 4324,1900 E Chandler Blvd,,Chandler,AZ,85225,,MARICOPA,-111.80846,33.306519,97035,4.01E+13,4013811400,1
206281,Walmart Neighborhood 1 5304,1916 S Lindsay Rd,,Mesa,AZ,85204,7108,MARICOPA,-111.77129,33.38039,206282,4.01E+13,4013422503,1
198793,Walmart Neighborhood 1 5332,730 E McKellips Rd,,Mesa,AZ,85203,2537,MARICOPA,-111.81509,33.451565,198794,4.01E+13,4013420401,1
198926,Walmart Neighborhood 1 5349,8335 E Guadalupe Rd,,Mesa,AZ,85212,9630,MARICOPA,-111.65468,33.364784,198927,4.01E+13,4013422618,1
48481,Walmart Supercenter 1532,5845 W Bell Rd,,Glendale,AZ,85308,3871,MARICOPA,-112.18501,33.638622,48482,4.01E+13,4013104214,1
48485,Walmart Supercenter 1533,7975 W Peoria Ave,,Peoria,AZ,85345,5941,MARICOPA,-112.23052,33.581104,48486,4.01E+13,4013071911,1
34406,Walmart Supercenter 1549,2020 N 75th Ave,,Phoenix,AZ,85035,3200,MARICOPA,-112.22083,33.47039,34407,4.01E+13,4013112509,1
48477,Walmart SuperCenter 1598,4617 E Bell Rd,,Phoenix,AZ,85032,2305,MARICOPA,-111.9812,33.640491,48478,4.01E+13,4013103215,1
8667,Walmart Supercenter 1646,6131 E Southern Ave,,Mesa,AZ,85206,3734,MARICOPA,-111.69912,33.393826,8668,4.01E+13,4013422639,1
136338,Walmart Supercenter 2112,4915 N Pima Rd,,Scottsdale,AZ,85251,1872,MARICOPA,-111.89156,33.508018,136339,4.01E+13,4013941300,1
48473,Walmart Supercenter 2113,1607 W Bethany Home Rd,,Phoenix,AZ,85015,2507,MARICOPA,-112.09458,33.524014,48474,4.01E+13,4013106703,1
48480,Walmart Supercenter 2482,857 N Dobson Rd,,Mesa,AZ,85201,7585,MARICOPA,-111.87371,33.431908,48481,4.01E+13,4013421201,1
190755,Walmart Supercenter 2512,1825 W Bell Rd,,Phoenix,AZ,85023,3415,MARICOPA,-112.09821,33.640011,190756,4.01E+13,4013103604,1
150963,Walmart Supercenter 2515,3721 E Thomas Rd,,Phoenix,AZ,85018,7507,MARICOPA,-112.00155,33.480408,150964,4.01E+13,4013111402,1
16975,Walmart Supercenter 2554,13055 W Rancho Santa Fe Blvd,,Avondale,AZ,85392,1700,MARICOPA,-112.33854,33.460865,16976,4.01E+13,4013061200,1
73022,Walmart SuperCenter 2671,1175 S Arizona Ave,,Chandler,AZ,85286,6504,MARICOPA,-111.84158,33.289379,73023,4.01E+13,4013812100,1
41125,Walmart Supercenter 2766,15355 N Northsight Blvd,,Scottsdale,AZ,85260,2603,MARICOPA,-111.89623,33.622959,41126,4.01E+13,4013216816,1
197557,Walmart Supercenter 2767,4505 E McKellips Rd,,Mesa,AZ,85215,2523,MARICOPA,-111.73445,33.451813,197558,4.01E+13,4013420215,1
36236,Walmart Supercenter 2768,1955 S Stapley Dr,,Mesa,AZ,85204,6615,MARICOPA,-111.80708,33.37962,36237,4.01E+13,4013422302,1
35570,Walmart Supercenter 2777,13770 W Bell Rd,,Surprise,AZ,85374,3865,MARICOPA,-112.35596,33.638763,35571,4.01E+13,4013040531,1
185703,Walmart Supercenter 3241,18551 N 83rd Ave,,Glendale,AZ,85308,501,MARICOPA,-112.23677,33.649364,185704,4.01E+13,4013617700,1
77028,Walmart SuperCenter 3314,7450 W Glendale Ave,,Glendale,AZ,85303,3000,MARICOPA,-112.21884,33.538036,77029,4.01E+13,4013092705,1
79500,Walmart SuperCenter 3360,2750 E Germann Rd,,Chandler,AZ,85286,1403,MARICOPA,-111.79499,33.279434,79501,4.01E+13,4013812400,1
94352,Walmart SuperCenter 3407,1060 S Watson Rd,,Buckeye,AZ,85326,3371,MARICOPA,-112.5565,33.437107,94353,4.01E+13,4013050608,1
204418,Walmart Supercenter 3465,5010 N 95th Ave,,Glendale,AZ,85305,3042,MARICOPA,-112.26392,33.511513,204419,4.01E+13,4013092720,1
95301,Walmart SuperCenter 3771,6150 S 35th Ave,,Phoenix,AZ,85041,5004,MARICOPA,-112.13371,33.389954,95302,4.01E+13,4013116606,1
96621,Walmart SuperCenter 3799,240 W Baseline Rd,,Mesa,AZ,85210,,MARICOPA,-111.83718,33.378887,96622,4.01E+13,4013422301,1
96622,Walmart SuperCenter 3833,1606 S Signal Butte Rd,,Mesa,AZ,85209,1482,MARICOPA,-111.59815,33.384811,96623,4.01E+13,4013422615,1
95692,Walmart SuperCenter 3861,5290 S Power Rd,,Gilbert,AZ,85295,8478,MARICOPA,-111.68697,33.32003,95693,4.01E+13,4013815200,1
112672,Walmart Supercenter 3896,21655 N Lake Pleasant Pkwy,,Peoria,AZ,85382,7436,MARICOPA,-112.27879,33.679016,112673,4.01E+13,4013613600,1
102045,Walmart Supercenter 4232,4747 E Cactus Rd,,Phoenix,AZ,85032,7725,MARICOPA,-111.97824,33.597855,102046,4.01E+13,4013103209,1
100875,Walmart SuperCenter 4336,12900 W Thunderbird Rd,,El Mirage,AZ,85335,5945,MARICOPA,-112.33652,33.609058,100876,4.01E+13,4013060902,1
112674,Walmart Supercenter 4451,21055 E Rittenhouse Rd,,Queen Creek,AZ,85142,4477,MARICOPA,-111.62891,33.252254,112675,4.01E+13,4013817100,1
203904,Walmart Supercenter 5124,5605 W Northern Ave,,Glendale,AZ,85301,1332,MARICOPA,-112.18104,33.553055,203905,4.01E+13,4013092500,1
82505,Walmart SuperCenter 5186,2501 S 1 St,,Gilbert,AZ,85295,1300,MARICOPA,-111.74385,33.304764,82506,4.01E+13,4013815500,1
195149,Walmart Supercenter 5189,5250 W Indian School Rd,,Phoenix,AZ,85031,2605,MARICOPA,-112.17221,33.495041,195150,4.01E+13,4013109400,1
82506,Walmart SuperCenter 5190,2501 W Happy Valley Rd,,Phoenix,AZ,85085,3701,MARICOPA,-112.11178,33.712749,82507,4.01E+13,4013612300,1
85221,Walmart SuperCenter 5329,4435 W Anthem Way,,Anthem,AZ,85086,467,MARICOPA,-112.15441,33.871078,85222,4.01E+13,4013610000,1
70387,Walmart SuperCenter 5330,6145 N 35th Ave,,Phoenix,AZ,85017,1940,MARICOPA,-112.13424,33.52631,70388,4.01E+13,4013106900,1
211061,Walmart Supercenter 5331,7575 W Lower Buckeye Rd,,Phoenix,AZ,85043,3450,MARICOPA,-112.22335,33.422874,211062,4.01E+13,4013112511,1
79504,Walmart SuperCenter 5369,1100 N Estrella Pkwy,,Goodyear,AZ,85338,2808,MARICOPA,-112.39262,33.459152,79505,4.01E+13,4013061009,1
76185,Walmart SuperCenter 5428,1710 S Greenfield Rd,,Mesa,AZ,85206,3481,MARICOPA,-111.73862,33.382858,76186,4.01E+13,4013422514,1
38364,Walmart SuperCenter 5429,14111 N Prasada Gateway Ave,,Surprise,AZ,85388,,MARICOPA,-112.42246,33.610981,38365,4.01E+13,4013061031,1
138469,Walmart SuperCenter 5768,800 E Southern Ave,,Tempe,AZ,85282,5225,MARICOPA,-111.92772,33.392979,138470,4.01E+13,4013319600,1
19033,Walmart Supercenter 5835,34399 N Cave Creek Rd,,Cave Creek,AZ,85331,,MARICOPA,-111.96535,33.796413,19034,4.01E+13,4013613000,1
234027,Walmart Supercenter 6477,9600 N Metro Pkwy W,,Phoenix,AZ,85051,1402,MARICOPA,-112.12454,33.573635,234028,4.01E+13,4013104205,1
2139,Walmart Supercenter 6480,3460 W Chandler Blvd,,Chandler,AZ,85226,5065,MARICOPA,-111.90125,33.305752,2140,4.01E+13,4013810700,1
160253,WinCo 114,1967 E Pecos Rd,,Gilbert,AZ,85297,,MARICOPA,-111.76842,33.292107,160254,4.01E+13,4013815400,1
187993,WinCo 125,1363 N Arizona Ave,,Gilbert,AZ,85233,1600,MARICOPA,-111.84225,33.374203,187994,4.01E+13,4013422307,1
37009,WinCo Foods 108,330 W Bell Rd,,Phoenix,AZ,85023,3503,MARICOPA,-112.07873,33.640339,37010,4.01E+13,4013618900,1
37010,WinCo Foods 109,5850 W Bell Rd,,Glendale,AZ,85308,3872,MARICOPA,-112.18542,33.638859,37011,4.01E+13,4013618000,1
52696,WinCo Foods 110,1235 S Power Rd,,Mesa,AZ,85206,3712,MARICOPA,-111.6846,33.393253,52697,4.01E+13,4013422633,1
219783,WinCo Foods 127,16925 W Bell Rd,,Surprise,AZ,85388,,MARICOPA,-112.42304,33.638779,219784,4.01E+13,4013061026,1
226294,WinCo Foods 129,222 W Willis Rd,,Chandler,AZ,85286,,MARICOPA,-111.84509,33.283916,226295,4.01E+13,4013812000,1
21399,3 Palms 1 And 0,2115 S Mcclintock Dr,,Tempe,AZ,85282,2605,MARICOPA,-111.90907,33.40517,21400,4.01E+13,4013319403,1
45684,7th St Hotspot Cafe & 1,16220 N 7th St,,Phoenix,AZ,85022,,MARICOPA,-112.06564,33.633179,45685,4.01E+13,4013103612,1
31124,88 International 1,3557 W Dunlap Ave,,Phoenix,AZ,85051,5303,MARICOPA,-112.13584,33.567509,31125,4.01E+13,4013105702,1
176398,90 First 1 1,9021 W Camelback Rd,Unit 100,Phoenix,AZ,85037,1100,MARICOPA,-112.253,33.508762,176399,4.01E+13,4013082007,1
27566,African 1 Llc,721 E Guadalupe Rd,,Tempe,AZ,85283,2911,MARICOPA,-111.9305,33.363689,27567,4.01E+13,4013319908,1
226634,Ako International 1s,1400 S McClintock Dr,Ste 14,Tempe,AZ,85281,6022,MARICOPA,-111.90916,33.413391,226635,4.01E+13,4013319104,1
176750,Altayebat 1,7136 N 35th Ave,,Phoenix,AZ,85051,8312,MARICOPA,-112.13436,33.541821,176751,4.01E+13,4013105800,1
188353,Alzahour Sweets & Grocery LLC,7814 N 27th Ave,,Phoenix,AZ,85051,6606,MARICOPA,-112.11704,33.551785,188354,4.01E+13,4013105900,1
46809,Asian Nest 1,3411 W Northern Ave,Ste D,Phoenix,AZ,85051,6558,MARICOPA,-112.1326,33.553093,46810,4.01E+13,4013105900,1
238197,Babel Mediterranean 1,18425 N 19th Ave,Ste 124,Phoenix,AZ,85023,1386,MARICOPA,-112.09831,33.653252,238198,4.01E+13,4013618700,1
227877,Baiz Fresh Food,523 N 20th St,,Phoenix,AZ,85006,3860,MARICOPA,-112.03898,33.455032,227878,4.01E+13,4013113300,1
32280,Baiz Fresh Foods,1858 W Baseline Rd,,Mesa,AZ,85202,9005,MARICOPA,-111.87457,33.378712,32281,4.01E+13,4013422204,1
186403,Baraka African 1 Llc,5060 W Bethany Home Rd,Ste 17,Glendale,AZ,85301,5270,MARICOPA,-112.16792,33.524029,186404,4.01E+13,4013093002,1
36907,Benchris African & Carribean 1,5532 N 43rd Ave,,Glendale,AZ,85301,6405,MARICOPA,-112.15159,33.517761,36908,4.01E+13,4013093101,1
14833,Best Farmers 1 LLC,4825 N 27th Ave,,Phoenix,AZ,85017,3603,MARICOPA,-112.11692,33.508476,14834,4.01E+13,4013109001,1
70508,Burma & Asia 1 Llc,4110 N 27th Ave,,Phoenix,AZ,85017,4305,MARICOPA,-112.11711,33.495453,70509,4.01E+13,4013109102,1
56066,Burma Asia 1 Llc 2,3525 W Northern Ave,,Phoenix,AZ,85051,5836,MARICOPA,-112.13585,33.553051,56067,4.01E+13,4013105800,1
42972,0 EL RANCHO #6,7607 E McDowell Rd,Ste 122,Scottsdale,AZ,85257,3605,MARICOPA,-111.91655,33.465683,42973,4.01E+13,4013218200,1
180157,0 El Rancho Grande Llc,4227 S Central Ave,,Phoenix,AZ,85040,1023,MARICOPA,-112.07326,33.407467,180158,4.01E+13,4013115400,1
90575,Clark Park Community Garden Farmers 1,1780 S Roosevelt St,,Tempe,AZ,85281,6500,MARICOPA,-111.9479,33.409279,90576,4.01E+13,4013318900,1
239297,Community Zone 1,66 S Mesa Dr,,Mesa,AZ,85210,1422,MARICOPA,-111.82303,33.413231,239298,4.01E+13,4013421400,1
43684,Concordia Farmers 1,142 N Date,,Mesa,AZ,85201,6499,MARICOPA,-111.84489,33.417973,43685,4.01E+13,4013421302,1
60980,Family 1 1,1701 S 15th Ave,,Phoenix,AZ,85007,4003,MARICOPA,-112.09084,33.431923,60981,4.01E+13,4013114800,1
189275,FOOD ISLAND 1,4421 S 19th Ave,,Phoenix,AZ,85041,2256,MARICOPA,-112.09934,33.405468,189276,4.01E+13,4013115700,1
212450,FOOD STATE 1,3202 E Broadway Rd,,Phoenix,AZ,85040,2828,MARICOPA,-112.01196,33.407089,212451,4.01E+13,4013115200,1
