Census Tract,distance,bus_stops,store_count
04013093101,0.09677006312880138,8.0,2.0
04013093104,3.989204532391526,24.0,0.0
04013093105,0.06484842437769262,9.0,1.0
04013093106,3.989204532391526,7.0,0.0
04013093200,3.989204532391526,5.0,0.0
04013103205,0.03905206189856719,3.0,1.0
04013103206,3.989204532391526,0.0,0.0
04013103207,3.989204532391526,3.0,0.0
04013103208,0.03913932583302032,15.0,2.0
04013103209,0.1932481991537008,14.0,1.0
04013103210,0.058159908211799144,15.0,2.0
04013103211,3.989204532391526,16.0,0.0
04013103212,0.027389937250645292,8.0,2.0
04013103214,0.1424100437716025,4.0,1.0
04013103215,0.07741371078719546,16.0,1.0
04013103216,3.989204532391526,12.0,0.0
04013103217,3.989204532391526,8.0,0.0
04013103219,3.989204532391526,11.0,0.0
04013103220,0.09243998166771143,9.0,2.0
04013103302,0.06542346897290473,16.0,1.0
04013103303,0.031602336187095875,17.0,1.0
04013103304,0.3165461581433867,6.0,1.0
04013103305,0.007947304664002876,4.0,1.0
04013103306,3.989204532391526,6.0,0.0
04013103400,0.015781773978794874,14.0,1.0
04013103501,3.989204532391526,8.0,0.0
04013103502,0.07215973885016595,16.0,1.0
04013103604,0.05155790547362408,21.0,3.0
04013103605,0.1026985630509342,16.0,1.0
04013103606,3.989204532391526,13.0,0.0
04013103607,3.989204532391526,4.0,0.0
04013103608,3.989204532391526,9.0,0.0
04013103609,3.989204532391526,10.0,0.0
04013103611,0.0919920226058696,21.0,1.0
04013103612,0.04603496483891725,10.0,1.0
04013103614,3.989204532391526,9.0,0.0
04013103615,0.008654447307051965,8.0,1.0
04013103701,3.989204532391526,8.0,0.0
04013103702,3.989204532391526,10.0,0.0
04013103900,3.989204532391526,11.0,0.0
04013104000,0.062333850640694646,22.0,1.0
04013104100,3.989204532391526,21.0,0.0
04013104202,3.989204532391526,16.0,0.0
04013104203,3.989204532391526,16.0,0.0
04013104204,0.03282184516094928,9.0,1.0
04013104205,0.07165560988320527,38.0,2.0
04013104206,3.989204532391526,9.0,0.0
04013104207,0.08641302053094552,23.0,2.0
04013104212,0.049979164734265745,16.0,2.0
04013104214,0.020240608925255234,9.0,2.0
04013104215,0.02688033607366104,13.0,1.0
04013104216,3.989204532391526,11.0,0.0
04013104217,0.06250154379496506,7.0,1.0
04013104218,3.989204532391526,12.0,0.0
04013104219,3.989204532391526,18.0,0.0
04013104221,0.06300044921309023,11.0,1.0
04013104222,3.989204532391526,12.0,0.0
04013104223,3.989204532391526,9.0,0.0
04013104224,0.09560281650163069,12.0,1.0
04013104225,0.07783127106896823,13.0,2.0
04013104226,3.989204532391526,16.0,0.0
04013104227,3.989204532391526,8.0,0.0
04013104301,3.989204532391526,9.0,0.0
04013104302,3.989204532391526,12.0,0.0
04013104401,3.989204532391526,11.0,0.0
04013104402,3.989204532391526,11.0,0.0
04013104501,0.02074895250906903,15.0,1.0
04013104502,3.989204532391526,9.0,0.0
04013104600,0.08705030608424968,21.0,1.0
04013104701,0.030267494131291053,13.0,1.0
04013104702,3.989204532391526,11.0,0.0
04013104801,3.989204532391526,6.0,0.0
04013104802,3.989204532391526,9.0,0.0
04013104900,0.024517381786601723,12.0,1.0
04013105002,1.2984868425909188,1.0,1.0
04013105003,3.989204532391526,11.0,0.0
04013105004,3.989204532391526,8.0,0.0
04013105101,0.026114384648282613,19.0,1.0
04013105102,3.989204532391526,11.0,0.0
04013105103,3.989204532391526,4.0,0.0
04013105200,3.989204532391526,19.0,0.0
04013105300,0.08296420861182942,28.0,1.0
04013105400,0.05725900511712391,16.0,2.0
04013105501,3.989204532391526,6.0,0.0
04013105502,3.989204532391526,4.0,0.0
04013105503,0.13732262358292865,4.0,1.0
04013105601,0.08817388256988651,14.0,1.0
04013105602,3.989204532391526,8.0,0.0
04013105701,0.07791663475722908,9.0,1.0
04013105702,0.09905866618693172,8.0,1.0
04013105800,0.06322460807181733,16.0,5.0
04013105900,0.06024462980410854,16.0,4.0
04013106001,3.989204532391526,6.0,0.0
04013106002,3.989204532391526,5.0,0.0
04013106003,3.989204532391526,5.0,0.0
04013106100,3.989204532391526,16.0,0.0
04013106200,3.989204532391526,24.0,0.0
04013106300,0.05620929015581391,28.0,1.0
04013106400,0.01877453351786102,12.0,1.0
04013106501,0.05563224864974611,12.0,2.0
04013106502,3.989204532391526,12.0,0.0
04013106600,3.989204532391526,24.0,0.0
04013106701,0.015610762976169746,4.0,1.0
04013106702,3.989204532391526,4.0,0.0
04013106703,0.06672583509716899,8.0,1.0
04013106801,0.00857303084358205,6.0,1.0
04013106802,0.048776882367601096,10.0,1.0
04013106900,0.08172792145806666,16.0,2.0
04013107000,3.989204532391526,16.0,0.0
04013107101,3.989204532391526,7.0,0.0
04013107102,0.04882025094592541,10.0,2.0
04013107201,0.025922352481353213,8.0,1.0
04013107202,0.05066600884080058,8.0,2.0
04013107300,0.02869463268085569,16.0,1.0
04013107400,0.04256842561091757,25.0,4.0
04013107500,0.05049392429281202,27.0,2.0
04013107601,0.04403575071805253,12.0,1.0
04013107602,3.989204532391526,12.0,0.0
04013107700,3.989204532391526,19.0,0.0
04013107800,0.07934764007833951,10.0,1.0
04013107900,0.025420871383421657,23.0,1.0
04013108000,3.989204532391526,8.0,0.0
04013108100,3.989204532391526,7.0,0.0
04013108200,0.0320794859956202,10.0,1.0
04013108301,3.989204532391526,10.0,0.0
04013108302,3.989204532391526,6.0,0.0
04013108400,0.12779254558337266,18.0,1.0
04013108501,0.15785954529474522,10.0,2.0
04013108502,0.191628380516634,8.0,2.0
04013108601,3.989204532391526,10.0,0.0
04013108602,3.989204532391526,17.0,0.0
04013108802,3.989204532391526,11.0,0.0
04013108901,3.989204532391526,11.0,0.0
04013108902,3.989204532391526,13.0,0.0
04013109001,0.035005404905297556,6.0,2.0
04013109002,0.04097250004546365,5.0,1.0
04013109003,3.989204532391526,5.0,0.0
04013109101,0.017074722074991767,8.0,1.0
04013109102,0.03989976468075564,8.0,4.0
04013109200,3.989204532391526,16.0,0.0
04013109300,3.989204532391526,15.0,0.0
04013109400,0.08644094869603552,16.0,1.0
04013109500,3.989204532391526,15.0,0.0
04013109601,0.12787752124828883,8.0,1.0
04013109602,0.03171812192276625,9.0,1.0
04013109603,3.989204532391526,8.0,0.0
04013109604,3.989204532391526,7.0,0.0
04013109701,0.028600670552092793,8.0,1.0
04013109702,3.989204532391526,8.0,0.0
04013109703,3.989204532391526,9.0,0.0
04013109704,3.989204532391526,3.0,0.0
04013109705,0.0421129194796821,3.0,1.0
04013109801,0.06698622522837902,8.0,2.0
04013109802,3.989204532391526,8.0,0.0
04013109900,0.07532148418018855,16.0,2.0
04013110001,3.989204532391526,10.0,0.0
04013110002,3.989204532391526,7.0,0.0
04013110100,3.989204532391526,16.0,0.0
04013110400,0.013966188910614711,25.0,1.0
04013110501,0.024337233295352208,15.0,2.0
04013110502,3.989204532391526,13.0,0.0
04013110600,3.989204532391526,25.0,0.0
04013110701,3.989204532391526,6.0,0.0
04013110702,3.989204532391526,12.0,0.0
04013110801,0.05817982441379848,8.0,1.0
04013110802,0.05338625966011894,10.0,2.0
04013110901,3.989204532391526,8.0,0.0
04013110902,3.989204532391526,4.0,0.0
04013111000,3.989204532391526,16.0,0.0
04013111100,3.989204532391526,12.0,0.0
04013111201,3.989204532391526,6.0,0.0
04013111202,3.989204532391526,4.0,0.0
04013111203,3.989204532391526,2.0,0.0
04013111204,3.989204532391526,9.0,0.0
04013111300,0.03194688365853924,17.0,3.0
04013111401,0.04612724576901515,9.0,2.0
04013111402,0.06893247535354867,4.0,1.0
04013111501,0.08300904161273649,4.0,1.0
04013111502,3.989204532391526,12.0,0.0
04013111601,0.010462643939175011,9.0,1.0
04013111602,3.989204532391526,9.0,0.0
04013111700,3.989204532391526,25.0,0.0
04013111800,0.016465648713186207,27.0,1.0
04013111900,3.989204532391526,26.0,0.0
04013112100,3.989204532391526,16.0,0.0
04013112201,0.05354561500575122,8.0,2.0
04013112202,0.010922182769917282,9.0,1.0
04013112301,0.030881369094381668,9.0,1.0
04013112302,3.989204532391526,8.0,0.0
04013112401,3.989204532391526,8.0,0.0
04013112402,0.005263550959906099,8.0,1.0
04013112502,0.11862059797746859,7.0,1.0
04013112503,0.1463533665815888,16.0,1.0
04013112504,0.11321038235547129,9.0,1.0
04013112505,0.02144512931673055,15.0,1.0
04013112507,0.08662168635803924,12.0,1.0
04013112508,3.989204532391526,8.0,0.0
04013112509,0.08637850730299562,40.0,1.0
04013112510,3.989204532391526,33.0,0.0
04013112511,0.141356471976921,4.0,1.0
04013112512,3.989204532391526,59.0,0.0
04013112513,3.989204532391526,20.0,0.0
04013112514,3.989204532391526,44.0,0.0
04013112601,0.06590077404075946,7.0,1.0
04013112602,3.989204532391526,10.0,0.0
04013112700,0.16508321869168188,16.0,3.0
04013112900,3.989204532391526,25.0,0.0
04013113000,3.989204532391526,20.0,0.0
04013113100,0.05631762820576217,36.0,1.0
04013113201,0.24579114887612263,7.0,1.0
04013113202,3.989204532391526,11.0,0.0
04013113203,0.11796042184213211,20.0,1.0
04013113300,0.12498999962738912,29.0,2.0
04013113400,3.989204532391526,8.0,0.0
04013113501,0.13349891374342848,15.0,1.0
04013113502,3.989204532391526,7.0,0.0
04013113601,0.02971608310240935,4.0,1.0
04013113602,3.989204532391526,8.0,0.0
04013113700,3.989204532391526,15.0,0.0
04013113801,3.989204532391526,52.0,0.0
04013113802,3.989204532391526,12.0,0.0
04013113900,3.989204532391526,25.0,0.0
04013114000,3.989204532391526,28.0,0.0
04013114100,0.0763945597965387,23.0,1.0
04013114200,0.07282549118121023,13.0,2.0
04013114301,3.989204532391526,35.0,0.0
04013114302,0.12761711605780737,11.0,1.0
04013114401,3.989204532391526,8.0,0.0
04013114402,0.2827792640879304,8.0,1.0
04013114500,0.04327260812399673,16.0,1.0
04013114600,3.989204532391526,15.0,0.0
04013114703,3.989204532391526,12.0,0.0
04013114800,0.09658912787878432,22.0,1.0
04013114900,0.05383297128418253,23.0,1.0
04013115200,0.04160785333140679,36.0,1.0
04013115300,3.989204532391526,18.0,0.0
04013115400,0.00961208784296784,21.0,1.0
04013115500,3.989204532391526,7.0,0.0
04013115600,3.989204532391526,8.0,0.0
04013115700,0.08504594543563221,25.0,2.0
04013115801,0.0377534666670362,17.0,2.0
04013115802,3.989204532391526,16.0,0.0
04013115900,3.989204532391526,24.0,0.0
04013116000,0.1280666715145692,24.0,1.0
04013116100,3.989204532391526,26.0,0.0
04013116202,0.1181950939811543,8.0,1.0
04013116203,3.989204532391526,57.0,0.0
04013116204,3.989204532391526,25.0,0.0
04013116205,3.989204532391526,8.0,0.0
04013116300,0.1350711369120437,17.0,2.0
04013116400,0.08128266023375488,16.0,1.0
04013116500,0.13118665122275505,26.0,2.0
04013116602,0.1657107470754781,18.0,2.0
04013116603,3.989204532391526,3.0,0.0
04013116604,0.04804268419274392,8.0,2.0
04013116605,0.19784760348394842,8.0,1.0
04013116606,0.07069686668607918,11.0,2.0
04013116607,3.989204532391526,8.0,0.0
04013116608,3.989204532391526,6.0,0.0
04013116609,0.07372200188209793,7.0,1.0
04013116610,0.052150472411140875,8.0,1.0
04013116611,3.989204532391526,0.0,0.0
04013116612,3.989204532391526,16.0,0.0
04013116613,3.989204532391526,17.0,0.0
04013116702,3.989204532391526,23.0,0.0
04013116703,3.989204532391526,20.0,0.0
04013116704,0.030971419793639758,20.0,1.0
04013116707,3.989204532391526,5.0,0.0
04013116708,0.06288484687126113,19.0,1.0
04013116709,3.989204532391526,1.0,0.0
04013116710,3.989204532391526,3.0,0.0
04013116711,3.989204532391526,4.0,0.0
04013116712,0.7090950178288091,7.0,2.0
04013116713,0.10361957610619534,6.0,1.0
04013116714,3.989204532391526,3.0,0.0
04013116715,3.989204532391526,1.0,0.0
04013116717,0.001700139516821805,5.0,1.0
04013116718,0.04600299720317411,6.0,1.0
04013116719,0.13332340457521363,14.0,2.0
04013116720,0.0353010850024824,5.0,1.0
04013116721,3.989204532391526,4.0,0.0
04013116725,3.989204532391526,6.0,0.0
04013116727,3.989204532391526,1.0,0.0
04013116728,3.989204532391526,2.0,0.0
04013116729,3.989204532391526,2.0,0.0
04013116730,3.989204532391526,0.0,0.0
04013116731,3.989204532391526,0.0,0.0
04013116732,3.989204532391526,8.0,0.0
04013116733,3.989204532391526,0.0,0.0
04013116800,3.989204532391526,34.0,0.0
04013116900,0.06977292481047086,21.0,1.0
04013117000,0.047143273666964476,11.0,2.0
04013117100,3.989204532391526,17.0,0.0
04013117200,3.989204532391526,28.0,0.0
04013117300,3.989204532391526,22.0,0.0
04013216806,3.989204532391526,8.0,0.0
04013216807,0.08050603699475602,21.0,2.0
04013216809,3.989204532391526,2.0,0.0
04013216810,0.3445724452297297,10.0,1.0
04013216813,3.989204532391526,8.0,0.0
04013216816,0.041404600742987546,54.0,2.0
04013216818,0.5055276290684709,1.0,2.0
04013216819,3.989204532391526,3.0,0.0
04013216820,3.989204532391526,0.0,0.0
04013216821,1.2471538366660873,5.0,2.0
04013216822,3.989204532391526,0.0,3.0
04013216826,3.989204532391526,11.0,0.0
04013216829,3.989204532391526,0.0,0.0
04013216830,3.989204532391526,10.0,0.0
04013216831,0.042300872267198204,9.0,1.0
04013216832,3.989204532391526,4.0,0.0
04013216833,3.989204532391526,5.0,0.0
04013216834,0.04060895772319123,3.0,1.0
04013216835,3.989204532391526,7.0,0.0
04013216836,3.989204532391526,5.0,0.0
04013216837,0.060603009366354973,4.0,2.0
04013216838,3.989204532391526,8.0,0.0
04013216839,3.989204532391526,0.0,0.0
04013216840,3.989204532391526,0.0,1.0
04013216841,3.989204532391526,0.0,1.0
04013216842,3.989204532391526,2.0,0.0
04013216843,3.989204532391526,0.0,0.0
04013216844,1.334609086400307,1.0,1.0
04013216845,3.989204532391526,5.0,0.0
04013216846,3.989204532391526,0.0,1.0
04013216847,3.989204532391526,0.0,2.0
04013216848,3.989204532391526,2.0,0.0
04013216849,3.989204532391526,0.0,0.0
04013216850,0.4426199941269776,2.0,1.0
04013216851,3.989204532391526,0.0,1.0
04013216852,3.989204532391526,5.0,0.0
04013216853,0.42719001859948336,2.0,2.0
04013216901,0.020579710046409485,10.0,1.0
04013216902,0.11967462096481934,7.0,1.0
04013217001,0.10266352828477654,19.0,1.0
04013217002,0.045804658654349,22.0,1.0
04013217101,3.989204532391526,13.0,0.0
04013217102,3.989204532391526,9.0,0.0
04013217201,0.03163956866208348,53.0,2.0
04013217203,3.989204532391526,11.0,0.0
04013217204,0.038436497958364464,8.0,1.0
04013217300,3.989204532391526,19.0,0.0
04013217400,0.0045802950521956695,11.0,1.0
04013217501,3.989204532391526,9.0,0.0
04013217502,0.04068005101347161,7.0,1.0
04013217600,0.08626197978840953,18.0,1.0
04013217700,0.022758294175227626,10.0,1.0
04013217800,3.989204532391526,18.0,0.0
04013217900,0.1449585734882184,22.0,2.0
04013218000,3.989204532391526,16.0,0.0
04013218100,3.989204532391526,7.0,0.0
04013218200,0.029362573539168997,20.0,1.0
04013218300,3.989204532391526,17.0,0.0
04013318400,0.05733346785496702,46.0,3.0
04013318501,3.989204532391526,9.0,0.0
04013318700,0.11862121562139974,48.0,1.0
04013318800,0.15371417539641818,25.0,1.0
04013318900,0.060257542798170506,26.0,3.0
04013319000,0.04096400161981686,46.0,1.0
04013319101,3.989204532391526,5.0,0.0
04013319103,0.14409238067034424,13.0,1.0
04013319104,0.14410661162980454,11.0,4.0
04013319201,0.3040834885564167,8.0,1.0
04013319202,0.4965938697771527,6.0,1.0
04013319300,3.989204532391526,11.0,0.0
04013319401,0.007828824104666572,21.0,1.0
04013319402,0.04557701640943678,15.0,1.0
04013319403,0.010631788575390948,18.0,1.0
04013319404,3.989204532391526,6.0,0.0
04013319500,0.047197164950225294,19.0,3.0
04013319600,0.04693753699191498,26.0,2.0
04013319703,0.043210052275353864,21.0,1.0
04013319704,3.989204532391526,47.0,0.0
04013319705,3.989204532391526,32.0,0.0
04013319706,3.989204532391526,13.0,0.0
04013319800,0.03532841526999743,24.0,1.0
04013319902,3.989204532391526,22.0,0.0
04013319903,3.989204532391526,24.0,0.0
04013319904,3.989204532391526,13.0,0.0
04013319905,0.10800412925635713,15.0,1.0
04013319906,0.055182150312405816,11.0,1.0
04013319907,0.018386216002294245,13.0,2.0
04013319908,0.10380408116570161,16.0,1.0
04013319909,3.989204532391526,12.0,0.0
04013319910,3.989204532391526,54.0,0.0
04013320001,0.09674033754388658,29.0,1.0
04013320002,0.04853323949364307,13.0,2.0
04013320007,0.07859605213269569,22.0,1.0
04013320100,3.989204532391526,21.0,0.0
04013420104,3.989204532391526,3.0,0.0
04013420105,0.018762098806662082,3.0,1.0
04013420107,3.989204532391526,2.0,0.0
04013420108,3.989204532391526,0.0,0.0
04013420109,0.17293581133934527,3.0,1.0
04013420110,3.989204532391526,0.0,0.0
04013420111,3.989204532391526,0.0,1.0
04013420112,3.989204532391526,0.0,0.0
04013420113,3.989204532391526,9.0,0.0
04013420114,3.989204532391526,0.0,0.0
04013420115,3.989204532391526,0.0,0.0
04013420116,3.989204532391526,0.0,0.0
04013420202,0.05667987846677993,5.0,1.0
04013420206,3.989204532391526,0.0,1.0
04013420207,3.989204532391526,0.0,0.0
04013420208,0.4550583818345158,4.0,2.0
04013420209,3.989204532391526,4.0,0.0
04013420210,3.989204532391526,3.0,0.0
04013420211,3.989204532391526,0.0,1.0
04013420212,3.989204532391526,3.0,0.0
04013420213,0.21422086548073252,8.0,1.0
04013420214,0.002582367020560758,16.0,1.0
04013420215,3.989204532391526,0.0,1.0
04013420216,3.989204532391526,0.0,1.0
04013420301,3.989204532391526,2.0,0.0
04013420302,3.989204532391526,3.0,0.0
04013420303,3.989204532391526,0.0,0.0
04013420304,3.989204532391526,0.0,0.0
04013420401,3.989204532391526,0.0,1.0
04013420402,3.989204532391526,1.0,0.0
04013420501,3.989204532391526,7.0,0.0
04013420503,3.989204532391526,0.0,0.0
04013420504,3.989204532391526,4.0,0.0
04013420602,0.03133880553359923,7.0,1.0
04013420603,1.0370867354477014,3.0,1.0
04013420604,0.08445350514989446,11.0,1.0
04013420704,3.989204532391526,3.0,0.0
04013420705,3.989204532391526,0.0,0.0
04013420706,0.29740344529143714,4.0,1.0
04013420707,3.989204532391526,9.0,0.0
04013420708,3.989204532391526,8.0,0.0
04013420709,3.989204532391526,7.0,0.0
04013420710,3.989204532391526,8.0,0.0
04013420800,0.12476362246740043,12.0,1.0
04013420901,3.989204532391526,4.0,0.0
04013420902,3.989204532391526,7.0,0.0
04013421001,3.989204532391526,16.0,0.0
04013421002,0.0057459693389361665,18.0,1.0
04013421101,3.989204532391526,2.0,0.0
04013421102,0.056438277446984195,23.0,1.0
04013421201,0.05225741686962613,11.0,1.0
04013421202,3.989204532391526,8.0,0.0
04013421302,0.08524390738175015,24.0,3.0
04013421303,0.06593885920716483,18.0,1.0
04013421304,0.05973436688123401,16.0,3.0
04013421400,0.10260633738121562,27.0,1.0
04013421501,0.02544835024697384,12.0,1.0
04013421502,3.989204532391526,12.0,0.0
04013421601,0.03146152891513474,11.0,2.0
04013421602,0.056153628457587014,13.0,1.0
04013421701,3.989204532391526,8.0,0.0
04013421702,3.989204532391526,9.0,0.0
04013421801,3.989204532391526,8.0,0.0
04013421802,3.989204532391526,7.0,0.0
04013421901,0.0444311805286139,9.0,2.0
04013421902,3.989204532391526,7.0,0.0
04013422001,3.989204532391526,10.0,0.0
04013422002,0.38508828252228966,7.0,1.0
04013422102,0.06065377057530891,7.0,1.0
04013422103,0.03151769169867,4.0,1.0
04013422104,3.989204532391526,9.0,0.0
04013422105,0.0886986244413503,8.0,1.0
04013422106,3.989204532391526,7.0,0.0
04013422107,0.020202574092065613,5.0,2.0
04013422203,0.23649027493406716,11.0,1.0
04013422204,0.12359625481657907,10.0,2.0
04013422205,3.989204532391526,8.0,0.0
04013422209,0.11616771808048353,10.0,2.0
04013422210,0.014411569796251704,10.0,1.0
04013422211,3.989204532391526,7.0,0.0
04013422212,0.038901253680061094,6.0,1.0
04013422213,3.989204532391526,2.0,0.0
04013422215,0.10211944011772893,4.0,2.0
04013422216,0.19698927602429342,7.0,1.0
04013422217,3.989204532391526,2.0,0.0
04013422218,3.989204532391526,4.0,0.0
04013422219,3.989204532391526,6.0,0.0
