,Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,ObjectId,FIPS,Census Tract
188226,7-Eleven 26086 D,3201 E Shea Blvd,,Phoenix,AZ,85028,3301,MARICOPA,-112.01265,33.582432,188227,040131051011011,04013105101
188228,Circle K 2725923,3350 Lake Mary Rd,,Flagstaff,AZ,86001,9212,COCONINO,-111.6648,35.168213,188229,040050009003006,04005000900
188231,Circle K 2726346,1810 S Country Club Dr,,Mesa,AZ,85210,6012,MARICOPA,-111.84013,33.381889,188232,040134222031023,04013422203
188256,JEFFERSON FOOD MARKET,2145 W Jefferson St,,Phoenix,AZ,85009,5218,MARICOPA,-112.10639,33.446953,188257,040131144022002,04013114402
188265,Circle K 2725189,298 N 83rd Ave,,Tolleson,AZ,85353,,MARICOPA,-112.23842,33.45179,188266,040130830001000,04013083000
188301,ROADRUNNER PARK FARMERS MARKET,3502 E Cactus Rd,,Phoenix,AZ,85032,7200,MARICOPA,-112.00459,33.597187,188302,040131034001027,04013103400
188344,QuikTrip 412,8004 N 27th Ave,,Phoenix,AZ,85051,6302,MARICOPA,-112.11703,33.553642,188345,040131056012018,04013105601
188348,Sprouts Farmers Market 4,12415 N Tatum Blvd,,Phoenix,AZ,85032,7708,MARICOPA,-111.97973,33.599819,188349,040131032052021,04013103205
188353,Alzahour Sweets & Grocery LLC,7814 N 27th Ave,,Phoenix,AZ,85051,6606,MARICOPA,-112.11704,33.551785,188354,040131059001000,04013105900
188481,Nogales Mercado,163 Morley Ave.,,Nogales,AZ,85621,,SANTA CRUZ,-110.92411,31.349985,188482,040239663021014,04023966302
188564,DOLLAR CITY,427 N 1st St,,Buckeye,AZ,85326,2304,MARICOPA,-112.59087,33.373501,188565,040130507021059,04013050702
188565,FRY'S 74,8375 W Deer Valley Rd,,Peoria,AZ,85382,2460,MARICOPA,-112.23949,33.68153,188566,040136138002000,04013613800
188577,Maverik 600,784 W Wickenburg Way,,Wickenburg,AZ,85390,,MARICOPA,-112.74516,33.965935,188578,040130405023050,04013040502
188579,Bimbo Bakeries 9145,10050 W Bell Rd,Ste 24,Sun City,AZ,85351,1289,MARICOPA,-112.27646,33.638214,188580,040136174005007,04013617400
188583,Bimbo Bakeries 9141,10414 N 19th Ave,,Phoenix,AZ,85021,1962,MARICOPA,-112.09962,33.580482,188584,040131044021002,04013104402
188617,FRY'S 48,1385 E Florence Blvd,,Casa Grande,AZ,85122,5318,PINAL,-111.72847,32.879543,188618,040210014062004,04021001406
188623,QUALITY FOOD MARKET,621 N 14th St,,Phoenix,AZ,85006,3508,MARICOPA,-112.05211,33.455055,188624,040131132011009,04013113201
188670,Circle K 2728517,7601 S Central Ave,,Phoenix,AZ,85042,6513,MARICOPA,-112.07322,33.37722,188671,040131167023001,04013116702
188733,Walgreens 6766,1880 E Irvington Rd,,Tucson,AZ,85714,1754,PIMA,-110.94386,32.163273,188734,040190037064000,04019003706
188754,Walmart 1512,800 W Warner Rd,,Chandler,AZ,85225,2939,MARICOPA,-111.85531,33.335148,188755,040134222093011,04013422209
188763,Walmart Supercenter 1218,1741 E Florence Blvd,,Casa Grande,AZ,85122,4763,PINAL,-111.71259,32.879566,188764,040210014072121,04021001407
188765,Walmart Supercenter 1291,7150 E Speedway Blvd,,Tucson,AZ,85710,1318,PIMA,-110.83989,32.235435,188766,040190040683001,04019004068
188768,QuikTrip 468,11309 Grand Ave,,Youngtown,AZ,85363,1015,MARICOPA,-112.30358,33.606476,188769,040130716001002,04013071600
188842,Bashas' 67,1000 N Humphreys St,Ste 112,Flagstaff,AZ,86001,3124,COCONINO,-111.64719,35.207039,188843,040050002002040,04005000200
188891,99 CENTS ONLY STORE 182,7620 W THOMAS RD,,PHOENIX,AZ,85033,,MARICOPA,-112.22276,33.480179,188892,040131097051008,04013109705
188945,Dollar Tree 7183,3353 N 19th Ave,,Phoenix,AZ,85015,5702,MARICOPA,-112.09989,33.487091,188946,040131104003003,04013110400
189072,Speedway 2984,750 8th Avenue,,Safford,AZ,85546,2832,GRAHAM,-109.71613,32.831596,189073,040099613002038,04009961300
189094,AJ's Fine Foods 122,2805 E Skyline Dr,,Tucson,AZ,85718,3051,PIMA,-110.93299,32.323513,189095,040190047142005,04019004714
189140,CVS PHARMACY 3749,2840 N Dysart Rd,,Goodyear,AZ,85395,2338,MARICOPA,-112.34109,33.477913,189141,040130610123000,04013061012
189151,Sprouts Farmers Market 3,5665 W Bell Rd,Ste B,Glendale,AZ,85308,3883,MARICOPA,-112.1807,33.638725,189152,040131042142004,04013104214
189152,Sprouts Farmers Market 2,9301 E Shea Blvd,Ste 132,Scottsdale,AZ,85260,6736,MARICOPA,-111.88051,33.582432,189153,040132168101000,04013216810
189153,Sprouts Farmers Market 1,1959 W Ray Rd,,Chandler,AZ,85224,4007,MARICOPA,-111.87524,33.32045,189154,040135230064004,04013523006
189168,Bashas' 65,1020 W Arizona Ave,,Parker,AZ,85344,5744,LA PAZ,-114.28933,34.146637,189169,040129402001079,04012940200
189216,Albertsons 23,861 E Warner Rd,,Gilbert,AZ,85296,2963,MARICOPA,-111.77133,33.33548,189217,040138145002000,04013814500
189255,Bashas' 121,150 N Main St,,Eagar,AZ,85925,9690,APACHE,-109.29162,34.113571,189256,040019705011047,04001970501
189262,FRY'S 70,14845 E Shea Blvd,,Fountain Hills,AZ,85268,5937,MARICOPA,-111.76044,33.579815,189263,040132168212023,04013216821
189271,SAFEWAY  2651,340 E McDowell Rd,,Phoenix,AZ,85004,1533,MARICOPA,-112.06743,33.465736,189272,040131118004012,04013111800
189272,Albertsons 2997,4060 W Ray Rd,,Chandler,AZ,85226,2103,MARICOPA,-111.91251,33.320148,189273,040138106001016,04013810600
189275,FOOD ISLAND MARKET,4421 S 19th Ave,,Phoenix,AZ,85041,2256,MARICOPA,-112.09934,33.405468,189276,040131157002002,04013115700
189314,Super Carniceria Uruapan,5821 N 67th Ave,Ste 112,Glendale,AZ,85301,8213,MARICOPA,-112.20307,33.522831,189315,040130931052001,04013093105
189322,Shonto Marketplace,Junction Hwy 160 & SR 98,,Shonto,AZ,86054,,NAVAJO,-110.70169,36.526806,189323,040179423002090,04017942300
189338,Speedway 2944,1850 E Prince Rd,,Tucson,AZ,85719,1965,PIMA,-110.94427,32.272182,189339,040190027033000,04019002703
189363,Fry's 681,2929 E Ocotillo Rd,,Chandler,AZ,85249,5595,MARICOPA,-111.84109,33.247555,189364,040138131001023,04013813100
189429,CVS PHARMACY 3625,8245 W Thomas Rd,,Phoenix,AZ,85033,4722,MARICOPA,-112.23752,33.479782,189430,040131125091000,04013112509
189431,CVS PHARMACY 3272,2371 E Guadalupe Rd,,Gilbert,AZ,85234,5113,MARICOPA,-111.73954,33.364742,189432,040134225102000,04013422510
189771,Bashas' 66,36889 TOM DARLINGTON,,CAREFREE,AZ,85377,,MARICOPA,-111.92428,33.821388,189772,040130304011033,04013030401
189796,FRY'S 668,985 E Riggs Rd,,Chandler,AZ,85249,4259,MARICOPA,-111.8256,33.218712,189797,040138134002000,04013813400
189996,Walgreens 02451,4220 N Oracle Rd,,Tucson,AZ,85705,1632,PIMA,-110.97808,32.283352,189997,040190045102008,04019004510
189999,Walgreens 7387,10710 W McDowell Rd,,Avondale,AZ,85392,5958,MARICOPA,-112.29054,33.46452,190000,040130820232012,04013082023
190018,QuikTrip 490R,8870 W Thunderbird Rd,,Peoria,AZ,85381,4812,MARICOPA,-112.2498,33.609917,190019,040130715151004,04013071515
190070,99 CENTS ONLY STORE  178,5340 W Glendale Ave,,Glendale,AZ,85301,2620,MARICOPA,-112.17393,33.538517,190071,040130925002026,04013092500
190107,AUJLA CORPORATION,2310 N 32nd St,,Phoenix,AZ,85008,2149,MARICOPA,-112.01295,33.473549,190108,040131115022026,04013111502
190229,Bashas' 99,10111 E Bell Rd,,Scottsdale,AZ,85260,2187,MARICOPA,-111.86488,33.639935,190230,040132168462003,04013216846
190240,DIAMOND DOT CONVENIENCE MARKET,25851 S POWER RD,,QUEEN CREEK,AZ,85142,,MARICOPA,-111.68587,33.212528,190241,040138172001014,04013817200
190244,Alejandro's Tortilla Factory,5330 S 12th Ave,,Tucson,AZ,85706,3275,PIMA,-110.97758,32.155029,190245,040190039011013,04019003901
190387,99 CENTS ONLY STORE  166,2315 E Bell Rd,,Phoenix,AZ,85022,2901,MARICOPA,-112.03275,33.640385,190388,040131036063000,04013103606
190407,Smith's Food & Drug 188,80 N Acoma,,Lake Havasu City,AZ,86403,,MOHAVE,-114.32353,34.476524,190408,040159531003008,04015953100
190536,Bashas' 102,20700 N Lake Pleasant Rd,,Peoria,AZ,85382,0535,MARICOPA,-112.27998,33.672577,190537,040136135002000,04013613500
190591,Blue Gap Mini Stop,JCT NAVAJO RT 4 & 29,,BLUE GAP,AZ,86520,,NAVAJO,-110.15267,36.07045,190592,040179400103010,04017940010
190719,Garrett's Supermarket,1060 Yavapai Dr,Ste 10,Rio Rico,AZ,85648,1502,SANTA CRUZ,-110.99787,31.46356,190720,040239661054050,04023966105
190755,Walmart Supercenter 2512,1825 W Bell Rd,,Phoenix,AZ,85023,3415,MARICOPA,-112.09821,33.640011,190756,040131036041000,04013103604
190831,Bashas' 130,5115 N Dysart Rd,Ste 150,Litchfield Park,AZ,85340,3034,MARICOPA,-112.34079,33.509983,190832,040130610112055,04013061011
190939,Fastrip #648,1891 N Grand Ave,,Nogales,AZ,85621,1339,SANTA CRUZ,-110.93117,31.366737,190940,040239664012003,04023966401
191168,Schwans Home Service 100150,7471 E 30th St,,Yuma,AZ,85365,6530,YUMA,-114.50424,32.673862,191169,040270111061015,04027011106
191178,SAFEWAY 2075,121 W Riverside Dr,,Parker,AZ,85344,5220,LA PAZ,-114.27615,34.155865,191179,040129403001045,04012940300
191182,Food City 154,9020 W Thomas Rd,,Phoenix,AZ,85037,3234,MARICOPA,-112.25314,33.479759,191183,040130820092018,04013082009
191188,Circle K 2722889,1342 W Thomas Rd,,Phoenix,AZ,85013,4210,MARICOPA,-112.09106,33.480518,191189,040131104002012,04013110400
191192,Sprouts Farmers Market 19,4402 N Miller Rd,,Scottsdale,AZ,85251,3604,MARICOPA,-111.91759,33.500137,191193,040132172012000,04013217201
191239,7-ELEVEN 24169 D,850 E Bell Rd,,Phoenix,AZ,85022,2653,MARICOPA,-112.06149,33.640419,191240,040136191001010,04013619100
191255,SAFEWAY  1201,4005 E Chandler Blvd,,Phoenix,AZ,85048,8888,MARICOPA,-111.99655,33.305092,191256,040131167122004,04013116712
191301,QUIK MART 19,7667 E Escalante Rd,,Tucson,AZ,85730,3401,PIMA,-110.82832,32.177448,191302,040190040381016,04019004038
191313,FOOD CONSPIRACY CO-OP,412 N 4th Ave,,Tucson,AZ,85705,8443,PIMA,-110.96555,32.226849,191314,040190004003029,04019000400
191314,Prescott Farmers Market Inc,1100 E Sheldon St,,Prescott,AZ,86301,3296,YAVAPAI,-112.45612,34.5467,191315,040250009004012,04025000900
191320,Circle K 2721619,2401 E Indian School Rd,,Phoenix,AZ,85016,6736,MARICOPA,-112.02988,33.494812,191321,040131108011002,04013110801
191331,Circle K 2721216,3955 E Broadway Rd,,Phoenix,AZ,85040,2925,MARICOPA,-111.99585,33.407253,191332,040131162031000,04013116203
191346,Bashas' 100,3275 N Swan Rd,,Tucson,AZ,85712,1228,PIMA,-110.89257,32.266689,191347,040190029031001,04019002903
191393,Walgreens 7663,8280 W Lower Buckeye Rd,,Phoenix,AZ,85043,7405,MARICOPA,-112.23796,33.423027,191394,040131125101022,04013112510
191394,Walgreens 7304,2175 W Ina Rd,,Tucson,AZ,85741,2648,PIMA,-111.01374,32.337193,191395,040190046281000,04019004628
191396,Walgreens 7463,525 W Valencia Rd,,Tucson,AZ,85706,7636,PIMA,-110.97656,32.133869,191397,040190037053002,04019003705
191397,Walgreens 3048,9050 W Union Hills Dr,,Peoria,AZ,85382,3023,MARICOPA,-112.25428,33.652649,191398,040136156001001,04013615600
191445,ARCO AM/PM,1825 N 24th St,,Phoenix,AZ,85008,3505,MARICOPA,-112.0302,33.46851,191446,040131115011014,04013111501
191448,QUIK MART 20,8494 E Speedway Blvd,,Tucson,AZ,85710,1715,PIMA,-110.81086,32.235382,191449,040190040721002,04019004072
191455,Circle K 2721779,5041 W Lower Buckeye Rd,,Phoenix,AZ,85043,8109,MARICOPA,-112.16891,33.422222,191456,040131125142014,04013112514
191550,Circle K 2721204,3700 W Orange Grove Rd,,Tucson,AZ,85741,2821,PIMA,-111.04402,32.323399,191551,040190046132015,04019004613
191555,Bashas' 120,7586 W Thunderbird Rd,,Peoria,AZ,85381,6077,MARICOPA,-112.22277,33.610325,191556,040130715094014,04013071509
191568,Albertsons 3926,12970 W Indian School Rd,,Litchfield Park,AZ,85340,5153,MARICOPA,-112.33875,33.493378,191569,040130610132028,04013061013
191623,CVS PHARMACY 3143,990 E Warner Rd,,Chandler,AZ,85225,0992,MARICOPA,-111.82509,33.33532,191624,040134223041008,04013422304
191627,CVS PHARMACY 3264,3210 E Union Hills Dr,,Phoenix,AZ,85050,3223,MARICOPA,-112.01278,33.655159,191628,040136172002012,04013617200
191792,TORTILLA FACTORY DE TUCSON,1755 W Ajo Way,,Tucson,AZ,85713,5602,PIMA,-111.00219,32.17778,191793,040190025041012,04019002504
191892,47 Ave Food Store Corp,4723 W Thomas Rd,,Phoenix,AZ,85031,4004,MARICOPA,-112.16092,33.480484,191893,040131123023003,04013112302
191904,Food City 123,822 S Alma School Rd,,Mesa,AZ,85210,2001,MARICOPA,-111.85708,33.399853,191905,040134221071000,04013422107
191917,Get It & Go Liquor,3125 W Buckeye Rd,,Phoenix,AZ,85009,5636,MARICOPA,-112.12731,33.436893,191918,040131147031004,04013114703
191918,Walgreens 7018,6838 N 7th St,,Phoenix,AZ,85014,1014,MARICOPA,-112.06509,33.53738,191919,040131066002000,04013106600
191948,QuikTrip 497R,21050 N Cave Creek Rd,,Phoenix,AZ,85024,5540,MARICOPA,-112.03117,33.677292,191949,040136149002011,04013614900
191949,CVS PHARMACY 3268,765 S Lindsay Rd,,Gilbert,AZ,85296,3063,MARICOPA,-111.77285,33.336304,191950,040134225111027,04013422511
191952,CVS PHARMACY 3436,2809 S Sossaman Rd,,Mesa,AZ,85212,9622,MARICOPA,-111.67063,33.36462,191953,040134226411007,04013422641
191954,CVS PHARMACY 3491,9546 E Riggs Rd,,Sun Lakes,AZ,85248,7463,MARICOPA,-111.87653,33.218109,191955,040138173001035,04013817300
191955,CVS PHARMACY 3745,10727 W Olive Ave,,Peoria,AZ,85345,9202,MARICOPA,-112.29054,33.565601,191956,040130927231000,04013092723
191965,QuikTrip 427,1995 N Arizona Ave,,Chandler,AZ,85225,7011,MARICOPA,-111.84172,33.334591,191966,040135230034000,04013523003
191966,QuikTrip 457,339 N Power Rd,,Mesa,AZ,85205,8402,MARICOPA,-111.68447,33.42202,191967,040134201131001,04013420113
192003,Food City 69,3923 N Flowing Wells Rd,,Tucson,AZ,85705,2451,PIMA,-110.99503,32.278049,192004,040190045052001,04019004505
192091,DOUGLAS MEAT WAREHOUSE,430 N G Ave,,Douglas,AZ,85607,2820,COCHISE,-109.5546,31.338566,192092,040030009013003,04003000901
192097,Murrieta's Carniceria 2,1911 W Broadway Rd,Ste 14,Mesa,AZ,85202,1139,MARICOPA,-111.8726,33.407574,192098,040134221023003,04013422102
192179,Window Rock Chevron,Hwy 264 & Rte. 12,,Window Rock,AZ,86515,,APACHE,-109.04799,35.662979,192180,040019450012003,04001945001
192180,Big Lots 1919,10603 E Apache Trl,,Apache Junction,AZ,85120,,PINAL,-111.6023,33.415066,192181,040134226292000,04013422629
192239,Hajiabbas Market,1818 W Bell Rd,,Phoenix,AZ,85023,3426,MARICOPA,-112.09829,33.640259,192240,040136188002000,04013618800
192392,Speedway 2965,4301 E Broadway Blvd,,Tucson,AZ,85711,3505,PIMA,-110.90051,32.221626,192393,040190034005003,04019003400
192393,Speedway 2975,906 W Highway 92,,Bisbee,AZ,85603,9737,COCHISE,-109.92406,31.399328,192394,040030012001113,04003001200
192408,Walgreens 6697,7606 S 7th St,,Phoenix,AZ,85042,6503,MARICOPA,-112.06468,33.377586,192409,040131167031003,04013116703
192416,Four Sons Food Stores 507,4266 W Anthem Way,,Anthem,AZ,85086,0417,MARICOPA,-112.15154,33.871254,192417,040136100003054,04013610000
192510,Big Lots 4634,17510 N 75th Ave,,Glendale,AZ,85308,0868,MARICOPA,-112.22042,33.641392,192511,040136177003007,04013617700
192540,Big Lots 4124,3543 W Thunderbird Rd,,Phoenix,AZ,85053,5543,MARICOPA,-112.13543,33.610722,192541,040131042124000,04013104212
192559,Lake Mary Chevron,4026 Lake Mary Rd,,Flagstaff,AZ,86005,8601,COCONINO,-111.661,35.159664,192560,040050009003037,04005000900
192565,Big Lots 4193,6839 E Main St,,Mesa,AZ,85207,8207,MARICOPA,-111.68369,33.415558,192566,040134226261006,04013422626
192637,A & S Market,4829 N 15th Ave,,Phoenix,AZ,85015,3603,MARICOPA,-112.09123,33.508633,192638,040131089023004,04013108902
192638,DICKMAN'S MEAT & DELI,6472 N Oracle Rd,,Tucson,AZ,85704,5620,PIMA,-110.97495,32.324173,192639,040190047145007,04019004714
192655,Speedway 2963,3902 E Speedway Blvd,,Tucson,AZ,85712,4518,PIMA,-110.90932,32.236073,192656,040190031014007,04019003101
192664,Walgreens 7375,1840 W Southern Ave,,Phoenix,AZ,85041,4631,MARICOPA,-112.09782,33.392319,192665,040131157003013,04013115700
192711,JO BI'S CONVENIENCE MARKET,4520 HWY 191 SOUTH,,SAFFORD,AZ,85546,,GRAHAM,-109.71594,32.778759,192712,040099615002045,04009961500
192740,QuikTrip 448,9910 W Camelback Rd,,Glendale,AZ,85307,5008,MARICOPA,-112.27243,33.508392,192741,040130927203054,04013092720
192774,7-ELEVEN 13017 B,1006 S McClintock Dr,,Tempe,AZ,85281,4504,MARICOPA,-111.90914,33.417942,192775,040133191033004,04013319103
192867,Speedway 2978,6225 W Ajo Hwy,,Tucson,AZ,85735,9304,PIMA,-111.09839,32.163284,192868,040190043331014,04019004333
192977,Family Dollar Stores 11505,2230 E Broadway Rd,,Phoenix,AZ,85040,2602,MARICOPA,-112.03296,33.406906,192978,040131153001021,04013115300
192999,QuikTrip 479,8233 N 7th St,,Phoenix,AZ,85020,3768,MARICOPA,-112.06524,33.558411,193000,040131052002017,04013105200
193110,"La Vakita Meat Market, LLC",61 W Esperanza Blvd,,Green Valley,AZ,85614,2604,PIMA,-110.99153,31.870369,193111,040190043173014,04019004317
193156,Circle K 2725914,8325 W Deer Valley Rd,,Peoria,AZ,85382,2460,MARICOPA,-112.23847,33.681534,193157,040136138002000,04013613800
193249,Papa Murphy's AZ071,1075 E Riggs Rd,,Chandler,AZ,85249,,MARICOPA,-111.82206,33.218693,193250,040138138002002,04013813800
193399,QuikTrip 408,1106 E Broadway Rd,,Tempe,AZ,85282,1506,MARICOPA,-111.92214,33.407597,193400,040133191044001,04013319104
193400,QuikTrip 413,4255 W Union Hills Dr,,Glendale,AZ,85308,1703,MARICOPA,-112.15096,33.654572,193401,040136182002000,04013618200
193419,Albertsons 4,3130 W Carefree Hwy,,Phoenix,AZ,85086,3200,MARICOPA,-112.12767,33.798428,193420,040136106002012,04013610600
193434,DOCKSIDE MINI MART INC,416 Hancock Rd,,Bullhead City,AZ,86442,4916,MOHAVE,-114.63718,35.107937,193435,040159516023053,04015951602
193541,Git 'n Run,1631 S Val Vista Dr,,Gilbert,AZ,85295,8380,MARICOPA,-111.7555,33.320709,193542,040138146002021,04013814600
193590,Albertsons 1221,2935 E Riggs Rd,,Chandler,AZ,85249,3671,MARICOPA,-111.79373,33.219109,193591,040138139001000,04013813900
193629,FLAGSTAFF FARMERS MARKET,1901 N 4th St,,Flagstaff,AZ,86004,4225,COCONINO,-111.61346,35.207008,193630,040050003003032,04005000300
193876,SAFEWAY  2644,1855 N Power Rd,,Mesa,AZ,85205,3705,MARICOPA,-111.68443,33.427303,193877,040134202022023,04013420202
194154,Circle K 2721308,4249 W Bell Rd,,Phoenix,AZ,85053,2710,MARICOPA,-112.15045,33.639252,194155,040131042261002,04013104226
194156,QuikTrip 441,918 E Baseline Rd,,Tempe,AZ,85283,1313,MARICOPA,-111.92662,33.378288,194157,040133194015010,04013319401
194248,CVS PHARMACY 33,1750 E Broadway Rd,,Tempe,AZ,85282,1612,MARICOPA,-111.90973,33.407597,194249,040133191042000,04013319104
194249,CVS PHARMACY 7,9901B W Thunderbird Blvd,,Sun City,AZ,85351,2865,MARICOPA,-112.26846,33.609154,194250,040130715034007,04013071503
194255,CVS PHARMACY 17,18591 N 59th Ave,,Glendale,AZ,85308,1251,MARICOPA,-112.1862,33.65398,194256,040136180002002,04013618000
194256,CVS PHARMACY 32,5400 E Carefree Hwy,,Carefree,AZ,85331,,MARICOPA,-111.96445,33.799324,194257,040130304011065,04013030401
194257,SAFEWAY  1126,11275 E Via Linda,,Scottsdale,AZ,85259,4073,MARICOPA,-111.83857,33.587715,194258,040132168372018,04013216837
194258,CVS PHARMACY 52,4657 E Chandler Blvd,,Phoenix,AZ,85048,0424,MARICOPA,-111.98092,33.305164,194259,040131167121029,04013116712
194259,CVS PHARMACY 86,1686 E Florence Blvd,,Casa Grande,AZ,85122,4777,PINAL,-111.71481,32.879612,194260,040210014051031,04021001405
194261,CVS PHARMACY 40,1424 W Baseline Rd,,Tempe,AZ,85283,1118,MARICOPA,-111.96248,33.378277,194262,040133197031039,04013319703
194262,CVS PHARMACY 91,8705 E Speedway Blvd,,Tucson,AZ,85710,1829,PIMA,-110.80653,32.235519,194263,040190040472010,04019004047
194263,MESA STAR CHEVRON,7956 E University Dr,,Mesa,AZ,85207,6608,MARICOPA,-111.65977,33.422462,194264,040134201042055,04013420104
194299,SAFEWAY 1749,9100 N Silverbell Rd,,Tucson,AZ,85743,8172,PIMA,-111.1376,32.371132,194300,040190044271059,04019004427
194302,Albertsons 3931,2378 W 24th St,,Yuma,AZ,85364,6124,YUMA,-114.64905,32.683979,194303,040270009012045,04027000901
194444,Bashas' 56,21064 W Main St,,Buckeye,AZ,85396,3502,MARICOPA,-112.51263,33.495964,194445,040130506062041,04013050606
194478,Sprouts Farmers Market 38,931 E Elliot Rd,Ste 110,Tempe,AZ,85284,1583,MARICOPA,-111.92796,33.349037,194479,040133199071010,04013319907
194688,Cibecue Trading Company,31 N Cromwell Rd,,CIBECUE,AZ,85911,,NAVAJO,-110.49158,34.153046,194689,040179401002044,04017940100
195076,99 CENTS ONLY STORE 207,20165 N 67th Ave,,Glendale,AZ,85308,7002,MARICOPA,-112.20289,33.66597,195077,040136159001003,04013615900
195104,99 CENTS ONLY STORE 219,3003 W Apache Trl,,Apache Junction,AZ,85120,3686,PINAL,-111.57803,33.415054,195105,040210003121019,04021000312
195109,99 CENTS ONLY STORE 220,8375 W Thunderbird Rd,Ste 102,Peoria,AZ,85381,3685,MARICOPA,-112.23918,33.609913,195110,040130715173000,04013071517
195149,Walmart Supercenter 5189,5250 W Indian School Rd,,Phoenix,AZ,85031,2605,MARICOPA,-112.17221,33.495041,195150,040131094003024,04013109400
195154,FRY'S 51,1950 W Ray Rd,,Chandler,AZ,85224,9008,MARICOPA,-111.87489,33.320686,195155,040135230051011,04013523005
195296,SMART & FINAL 499,1450 N 43rd Ave,,Phoenix,AZ,85009,3130,MARICOPA,-112.15188,33.464241,195297,040131125071000,04013112507
195437,TRADER JOE'S 177,4025 E Chandler Blvd Ste 38,,Phoenix,AZ,85048,8832,MARICOPA,-111.99641,33.305065,195438,040131167122004,04013116712
195522,Family Dollar Store 10741,50518 N Eagle View Dr,,Aguila,AZ,85320,,MARICOPA,-113.16563,33.942169,195523,040130405151288,04013040515
195712,Albertsons 2929,8454 S Power Rd,,Gilbert,AZ,85297,8027,MARICOPA,-111.68613,33.265495,195713,040138163001000,04013816300
195725,AJ's Fine Foods 64,5017 N Central Ave,,Phoenix,AZ,85012,1520,MARICOPA,-112.07369,33.509506,195726,040131075001015,04013107500
195771,Faby's Market,726 E Broadway Rd,,Mesa,AZ,85204,2026,MARICOPA,-111.81556,33.40786,195772,040134215013009,04013421501
195803,99 CENTS ONLY STORE 203,12805 N Tatum Blvd,,Phoenix,AZ,85032,7730,MARICOPA,-111.97834,33.602749,195804,040131032052012,04013103205
195915,AJ's Fine Foods 117,20050 N 67th Ave,,Glendale,AZ,85308,4616,MARICOPA,-112.20316,33.666264,195916,040136158002004,04013615800
196228,Sprouts Farmers Market 20,1706 E Southern Ave,,Tempe,AZ,85282,5613,MARICOPA,-111.91122,33.393044,196229,040133195004021,04013319500
196487,Vitamin Cottage Natural Food Market U113,3016 E Broadway Blvd,,Tucson,AZ,85716,5314,PIMA,-110.92769,32.221546,196488,040190019003023,04019001900
196490,TASAN INCORPORATED,3901 W Southern Ave,,Phoenix,AZ,85041,4134,MARICOPA,-112.14258,33.392033,196491,040131166061002,04013116606
196554,TSAILE FINA,JCT BIA RT 12 & 64,,TSAILE,AZ,86556,,APACHE,-109.25605,36.329887,196555,040019441004103,04001944100
196876,Three Way Store,154557 AZ 78,,Duncan,AZ,85534,8135,GREENLEE,-109.22856,32.948502,196877,040119603001004,04011960300
197419,Speedway 2886,101 E Butler Ave,,Flagstaff,AZ,86001,5713,COCONINO,-111.64941,35.193504,197420,040050008001032,04005000800
197435,BURNSIDE JUNCTION MART CHEVRON,HWY 191 & HWY 264,,Burnside,AZ,86505,,APACHE,-109.54946,35.708778,197436,040019449012065,04001944901
197441,Heirloom Farmers Markets - Rillito Park FM,4502 N 1st Ave,,Tucson,AZ,85718,5607,PIMA,-110.96106,32.290062,197442,040190047101000,04019004710
197471,THOMAS MARKET LIQUORS,345 W Thomas Rd,,Phoenix,AZ,85013,4408,MARICOPA,-112.08019,33.480293,197472,040131118003002,04013111800
197543,99 CENTS ONLY STORE 205,1675 W VALENCIA RD,,TUCSON,AZ,85746,,PIMA,-111.00057,32.133671,197544,040190025062029,04019002506
197554,Food City 157,725 W Baseline Rd,,Tempe,AZ,85283,1106,MARICOPA,-111.95034,33.378181,197555,040133200072002,04013320007
197557,Walmart Supercenter 2767,4505 E McKellips Rd,,Mesa,AZ,85215,2523,MARICOPA,-111.73445,33.451813,197558,040134202151004,04013420215
197596,Bashas' 109,21044 N John Wayne Pkwy,,Maricopa,AZ,85139,2916,PINAL,-112.04485,33.071476,197597,040210017031005,04021001703
197746,Supercarniceria La Hereford 2,8931 N 7th St,,Phoenix,AZ,85020,2911,MARICOPA,-112.06519,33.566936,197747,040131052003004,04013105200
197752,Food City 156,1221 W Irvington Rd,,Tucson,AZ,85714,1167,PIMA,-110.99089,32.163143,197753,040190039011010,04019003901
197758,Walgreens 06582,9230 E Main St,,Mesa,AZ,85207,,MARICOPA,-111.63141,33.415409,197759,040134201152044,04013420115
197830,Rio Valley Market,315 S 515th Ave,,Tonopah,AZ,85354,7105,MARICOPA,-113.16189,33.445229,197831,040130506032505,04013050603
198017,Sprouts Farmers Market 5,1933 E Brown Rd,,Mesa,AZ,85203,5142,MARICOPA,-111.7902,33.437134,198018,040134208004000,04013420800
198026,Speedway 2986,10505 N Oracle Rd,,Tucson,AZ,85737,9353,PIMA,-110.95937,32.396439,198027,040190046191000,04019004619
198040,Dollar General Store 17377,37930 W Salome Hwy,,Tonopah,AZ,85354,,MARICOPA,-112.86854,33.424953,198041,040130506032296,04013050603
198204,Sprouts Farmers Market 6,8375 W Thunderbird Rd,,Peoria,AZ,85381,3685,MARICOPA,-112.23918,33.609913,198205,040130715173000,04013071517
198257,Walmart 5257,5122 E University Dr,,Mesa,AZ,85205,7209,MARICOPA,-111.72,33.422829,198258,040134202081015,04013420208
